term_str,x,y,term_rank,n,p,i,n_chars,max_pos_group,max_pos,n_pos_group,n_pos,stop,porter_stem,df,idf,dfidf
those,5.3320875,-23.002317,194,492,0.0006268913452043449,10.63949696733358,5,DT,DT,1,1,1,those,470,6.993968185247606,3287.165047066375
feel,-20.635763,-4.569046,195,492,0.0006268913452043449,10.63949696733358,4,VB,VBP,3,5,0,feel,466,7.006298987158325,3264.9353280157793
away,16.549545,10.819568,196,490,0.0006243430064027013,10.64537353367025,4,RB,RB,4,4,0,away,469,6.997041019297229,3281.6122380504003
party,3.497213,-13.819447,197,485,0.000617972159398592,10.660170535598331,5,NN,NN,1,2,0,parti,445,7.072823605958845,3147.406504651686
fine,-5.524931,24.297792,198,483,0.0006154238205969484,10.666132093837048,4,JJ,JJ,4,6,0,fine,439,7.0924080022772475,3113.5671129997118
phyllis,8.703462,27.202574,199,482,0.0006141496511961266,10.669122136442859,7,NN,NNP,3,8,0,phylli,425,7.139166100787541,3034.145592834705
stanley,9.757049,26.894196,200,477,0.0006077788041920173,10.684166016667309,7,NN,NNP,2,3,0,stanley,416,7.170045413671513,2982.7388920873495
than,-1.3821718,-20.73812,201,477,0.0006077788041920173,10.684166016667309,4,IN,IN,2,2,1,than,468,7.000120412229201,3276.056352923266
erin,10.060137,25.532299,202,476,0.0006065046347911955,10.687193709364877,4,NN,NNP,4,7,0,erin,443,7.079322243257588,3136.1397537631115
still,-12.020649,5.7163525,203,476,0.0006065046347911955,10.687193709364877,5,RB,RB,1,1,0,still,460,7.02499508086823,3231.497737199386
three,12.382265,-29.536987,204,470,0.0005988596183862645,10.70549452610782,5,CD,CD,3,4,0,three,437,7.098995662312007,3102.261104430347
talking,-12.809058,7.946388,205,467,0.0005950371101837989,10.714732732963158,7,VB,VBG,3,3,0,talk,455,7.040762396726547,3203.5468905105786
kind,23.495232,-17.535538,206,457,0.0005822954161755806,10.745961117614751,4,NN,NN,2,3,0,kind,437,7.098995662312007,3102.261104430347
car,25.309345,0.25298005,207,453,0.0005771987385722932,10.758644232626585,3,NN,NN,2,3,0,car,424,7.142564677249406,3028.4474231537483
better,-1.3228031,-19.929276,208,451,0.0005746503997706495,10.76502784941744,6,JJ,JJR,4,8,0,better,430,7.122292282223145,3062.5856813559526
last,18.066988,-23.928377,209,451,0.0005746503997706495,10.76502784941744,4,JJ,JJ,2,2,0,last,435,7.105613541076515,3090.941890368284
jan,12.486637,25.791533,210,445,0.0005670053833657185,10.78434994681906,3,NN,NNP,5,8,0,jan,403,7.215849103284638,2907.9871886237092
which,-1.1678602,-16.84281,211,444,0.0005657312139648967,10.787595606322714,5,WD,WDT,4,5,1,which,427,7.132392872192115,3045.531756426033
head,26.391909,1.4940495,212,441,0.0005619087057624311,10.7973766271153,4,NN,NN,3,6,0,head,410,7.191005032307159,2948.3120632459354
toby,11.48263,25.04078,213,440,0.0005606345363616093,10.800651759148161,4,NN,NNP,5,7,0,tobi,380,7.300629523481658,2774.23921892303
best,20.713615,-20.585907,214,439,0.0005593603669607875,10.803934343137461,4,JJ,JJS,5,7,0,best,405,7.208707034040619,2919.5263487864504
hello,16.802832,26.60492,215,437,0.0005568120281591438,10.810522003172222,5,NN,NNP,7,10,0,hello,407,7.201600147546358,2931.051260051368
im,-9.071417,15.53383,216,436,0.0005555378587583219,10.813827147895894,2,NN,NNP,6,7,0,im,379,7.304431093641514,2768.379384490134
their,16.67313,-17.728912,217,425,0.0005415219953492817,10.850692441647755,5,PR,PRP$,1,1,1,their,389,7.266858786826414,2826.808068075475
again,3.009372,15.496485,218,418,0.0005326028095435289,10.874652340591938,5,RB,RB,3,4,1,again,400,7.226628942037881,2890.6515768151526
cool,-6.4169626,6.044186,219,411,0.0005236836237377759,10.899016888991138,4,JJ,JJ,3,7,0,cool,386,7.278028094544525,2809.3188444941866
fun,-7.7819023,-5.666015,220,406,0.0005173127767336668,10.916675555487643,3,NN,NN,6,9,0,fun,380,7.300629523481658,2774.23921892303
cause,-15.863127,3.8516972,221,406,0.0005173127767336668,10.916675555487643,5,IN,IN,8,12,0,caus,397,7.2374899346696475,2873.28350406385
made,-15.488508,-18.873196,222,390,0.0004969260663205173,10.97468115892321,4,VB,VBD,2,4,0,made,371,7.335209755191802,2721.3628191761586
darryl,9.772702,25.517612,223,387,0.0004931035581180518,10.98582171652841,6,NN,NNP,3,5,0,darryl,340,7.461094195674904,2536.7720265294674
life,27.22119,-7.8548517,224,386,0.00049182938871723,10.98955443540474,4,NN,NN,2,3,0,life,362,7.3706392447294,2668.171406592043
baby,8.888883,-4.3230724,225,386,0.00049182938871723,10.98955443540474,4,NN,NN,6,8,0,babi,332,7.495445700465681,2488.487972554606
desk,26.559885,1.6472728,226,384,0.0004892810499155863,10.997048971951664,4,NN,NN,3,4,0,desk,372,7.331326320704574,2727.2533913021016
help,-33.30844,-4.605663,227,383,0.00048800688051476443,11.000810890747863,4,VB,VB,2,5,0,help,355,7.398809917420561,2626.577520684299
wanted,-23.090124,-14.215696,228,381,0.0004854585417131208,11.008364285179498,6,VB,VBD,2,4,0,want,363,7.366659393816855,2674.097359955518
someone,-24.274181,10.204607,229,377,0.0004803618641098334,11.023590759404156,7,NN,NN,3,4,0,someon,369,7.34300812575221,2709.5699984025655
ah,1.567162,24.096941,230,376,0.00047908769470901157,11.027422620995182,2,NN,NNP,4,8,0,ah,340,7.461094195674904,2536.7720265294674
company,14.433636,-16.743818,231,375,0.00047781352530818974,11.031264687289577,7,NN,NN,1,2,0,compani,348,7.427541635963877,2584.7844893154293
idea,1.1238544,-12.289742,232,375,0.00047781352530818974,11.031264687289577,4,NN,NN,2,2,0,idea,351,7.415157911508045,2602.7204269393237
business,12.651444,-16.190199,233,374,0.00047653935590736787,11.035117012785184,8,NN,NN,1,2,0,busi,351,7.415157911508045,2602.7204269393237
name,28.016167,-2.468996,234,374,0.00047653935590736787,11.035117012785184,4,NN,NN,6,7,0,name,351,7.415157911508045,2602.7204269393237
keep,-36.549595,0.011686134,235,373,0.00047526518650654604,11.038979652417582,4,VB,VB,3,4,0,keep,358,7.386669354548349,2644.427628928309
always,-11.681341,-22.292982,236,372,0.0004739910171057242,11.042852661564789,6,RB,RB,4,5,0,alway,357,7.390704867783506,2638.4816377987117
after,11.213697,6.6134653,237,371,0.00047271684770490235,11.046736096052017,5,IN,IN,1,1,1,after,363,7.366659393816855,2674.097359955518
place,3.8112302,-14.002692,238,371,0.00047271684770490235,11.046736096052017,5,NN,NN,2,4,0,place,349,7.423401905602954,2590.767265055431
hand,25.88921,4.4822354,239,371,0.00047271684770490235,11.046736096052017,4,NN,NN,1,2,0,hand,336,7.478167709033845,2512.664350235372
guess,-20.294977,-8.828349,240,369,0.0004701685089032587,11.054534466612424,5,VB,VBP,4,7,0,guess,360,7.378632035482931,2656.307532773855
nothing,-21.315706,12.863353,241,365,0.00046507183129997136,11.07025881890544,7,NN,NN,3,4,0,noth,352,7.411053513175308,2608.6908366377083
next,15.145879,-19.135187,242,364,0.0004637976618991495,11.074216832474123,4,JJ,JJ,4,4,0,next,356,7.394751700846208,2632.53160550125
long,-4.778232,-9.498695,243,363,0.00046252349249832766,11.078185734677069,4,JJ,JJ,3,3,0,long,345,7.440032580147074,2566.8112401507406
bad,-5.8036046,-2.9992144,244,362,0.00046124932309750584,11.082165585589614,3,JJ,JJ,2,3,0,bad,338,7.469605695530421,2524.7267250892824
find,-34.85298,1.9037077,245,362,0.00046124932309750584,11.082165585589614,4,VB,VB,6,7,0,find,349,7.423401905602954,2590.767265055431
night,6.084299,-27.579546,246,360,0.00045870098429586214,11.090158376343146,5,NN,NN,3,4,0,night,334,7.486780839338554,2500.584800339077
old,29.150978,-8.797774,247,358,0.00045615264549421844,11.098195695408563,3,JJ,JJ,2,2,0,old,338,7.469605695530421,2524.7267250892824
kelly,10.9535,25.199205,248,357,0.0004548784760933966,11.10223120864372,5,NN,NNP,2,2,0,kelli,320,7.548557036925243,2415.5382518160777
getting,-1.7055379,5.2087274,249,353,0.0004497817984901093,11.11848709940164,7,VB,VBG,1,1,0,get,344,7.444220377110508,2560.811809726015
pretty,-13.962915,10.96701,250,353,0.0004497817984901093,11.11848709940164,6,RB,RB,4,6,0,pretti,345,7.440032580147074,2566.8112401507406
every,17.952501,-23.949326,251,352,0.0004485076290892874,11.122579854035523,5,DT,DT,3,3,0,everi,329,7.508541358077364,2470.310106807453
years,14.616893,-29.337204,252,351,0.0004472334596884656,11.126684252368259,5,NN,NNS,1,3,0,year,324,7.530635128927981,2439.925781772666
real,-1.5488621,-6.3555646,253,351,0.0004472334596884656,11.126684252368259,4,JJ,JJ,4,4,0,real,330,7.50416291756679,2476.3737627970404
everything,-20.390265,12.629635,254,347,0.00044213678208517823,11.143219620094559,10,NN,NN,2,3,0,everyth,329,7.508541358077364,2470.310106807453
year,6.541336,-27.018473,255,341,0.0004344917656802472,11.168383543648648,4,NN,NN,1,2,0,year,308,7.603698591117704,2341.9391660642527
door,22.87747,16.225868,256,341,0.0004344917656802472,11.168383543648648,4,NN,NN,5,6,0,door,325,7.526189223896789,2446.011497766456
done,-10.639642,-19.13904,257,340,0.00043321759627942537,11.172620536535119,4,VB,VBN,3,4,0,done,323,7.5350947771186805,2433.835613009334
before,-10.428243,-21.152784,258,338,0.00043066925747778167,11.181132036390636,6,IN,IN,4,4,1,befor,328,7.512933127194522,2464.242065719803
might,-24.55547,-16.567202,259,335,0.00042684674927531615,11.193994187327686,5,MD,MD,4,6,0,might,316,7.566704383635503,2391.0785852288186
being,-4.097584,2.7523696,260,334,0.0004255725798744943,11.198307180198768,5,VB,VBG,2,3,1,be,326,7.5217569775815285,2452.092774691578
through,17.54075,8.057648,261,331,0.0004217500716720288,11.211324065865602,7,IN,IN,2,2,1,through,318,7.55760217652825,2403.3174921359837
told,-19.379549,-15.857483,262,331,0.0004217500716720288,11.211324065865602,4,VB,VBD,5,7,0,told,323,7.5350947771186805,2433.835613009334
meredith,10.415304,23.245726,263,330,0.000420475902271207,11.215689258427004,8,NN,NNP,5,8,0,meredith,309,7.599022103908231,2348.0978301076434
home,13.661793,8.485482,264,330,0.000420475902271207,11.215689258427004,4,NN,NN,4,7,0,home,304,7.62255761836902,2317.2575159841817
leave,-32.560486,2.1041837,265,327,0.00041665339406874146,11.228864647174738,5,VB,VB,4,6,0,leav,318,7.55760217652825,2403.3174921359837
listen,-0.9457944,19.203382,266,323,0.00041155671646545406,11.246621117978895,6,VB,VB,5,12,0,listen,303,7.627311148339654,2311.0752779469153
wan,-12.130073,13.200473,267,321,0.0004090083776638104,11.255581985550517,3,VB,VBP,6,10,0,wan,306,7.6130972891199535,2329.607770470706
dont,-25.414375,-11.54921,268,318,0.0004051858694613449,11.269128517388465,4,VB,VBP,4,8,0,dont,293,7.675728277390358,2248.988385275375
second,13.333442,2.9410663,269,318,0.0004051858694613449,11.269128517388465,6,JJ,JJ,3,5,0,second,295,7.665913987563402,2261.444626331204
coming,2.9316478,7.554379,270,316,0.0004026375306597012,11.278230724495717,6,VB,VBG,3,4,0,come,306,7.6130972891199535,2329.607770470706
hands,22.436092,13.749435,271,316,0.0004026375306597012,11.278230724495717,5,NN,NNS,2,5,0,hand,303,7.627311148339654,2311.0752779469153
walks,25.142477,12.729221,272,315,0.0004013633612588794,11.282803454285542,5,NN,NNS,3,7,0,walk,311,7.589714361682003,2360.401166483103
show,-30.117731,2.9351676,273,314,0.00040008919185805756,11.287390723781193,4,VB,NN,4,6,0,show,285,7.715667022760502,2198.965101486743
looking,1.0570959,9.653451,274,314,0.00040008919185805756,11.287390723781193,7,VB,VBG,2,2,0,look,308,7.603698591117704,2341.9391660642527
gets,27.086481,14.057232,275,313,0.0003988150224572357,11.291992625740201,4,VB,VBZ,2,3,0,get,306,7.6130972891199535,2329.607770470706
five,12.979117,-28.217106,276,313,0.0003988150224572357,11.291992625740201,4,CD,CD,3,3,0,five,287,7.705578205136918,2211.5009448742953
another,14.017801,-21.898144,277,310,0.00039499251425477016,11.305887067398583,7,DT,DT,2,2,0,anoth,293,7.675728277390358,2248.988385275375
face,26.54361,-0.58553714,278,309,0.00039371834485394834,11.310548444768445,4,NN,NN,2,4,0,face,289,7.695559449311927,2224.0166808511467
trying,-16.165667,8.33792,279,309,0.00039371834485394834,11.310548444768445,6,VB,VBG,1,2,0,tri,299,7.646483457614501,2286.2985538267358
try,-31.504488,3.006215,280,308,0.0003924441754531265,11.31522493197792,3,VB,VB,3,5,0,tri,294,7.670812786976241,2255.218959371015
else,-15.489512,-9.04496,281,308,0.0003924441754531265,11.31522493197792,4,RB,RB,5,8,0,els,294,7.670812786976241,2255.218959371015
hear,-30.98841,-5.3461733,282,308,0.0003924441754531265,11.31522493197792,4,VB,VB,4,6,0,hear,297,7.656166011011839,2273.8813052705163
whoa,14.096731,21.859392,283,306,0.0003898958366514828,11.324623629980168,4,NN,NN,4,8,0,whoa,197,8.248433312356228,1624.941362534177
stuff,4.9918666,-15.554504,284,300,0.00038225082024655177,11.35319278217694,5,NN,NN,5,10,0,stuff,289,7.695559449311927,2224.0166808511467
together,5.940372,6.064976,285,300,0.00038225082024655177,11.35319278217694,8,RB,RB,4,5,0,togeth,292,7.680660572932588,2242.7528872963157
scott,16.54333,25.434855,286,299,0.00038097665084572995,11.358009798474715,5,NN,NNP,1,2,0,scott,281,7.736058811591679,2173.832526057262
also,-10.719511,3.1497858,287,299,0.00038097665084572995,11.358009798474715,4,RB,RB,1,1,0,also,291,7.685609788904322,2236.5124485711576
own,26.686369,-9.062113,288,298,0.0003797024814449081,11.36284295221066,3,JJ,JJ,2,3,1,own,283,7.725826888980723,2186.4090095815445
makes,-15.908666,-11.550168,289,298,0.0003797024814449081,11.36284295221066,5,VB,VBZ,2,3,0,make,288,7.7005601303702935,2217.7613175466445
dunder,32.298496,5.7412195,290,297,0.00037842831204408625,11.367692351872055,6,NN,NNP,2,3,0,dunder,278,7.751544059089098,2154.9292484267694
huh,0.8060956,23.453547,291,296,0.00037715414264326443,11.37255810704387,3,NN,NN,5,8,0,huh,277,7.756742965763417,2148.6178015164664
ask,-32.21642,-5.2205033,292,293,0.0003733316344407989,11.387254618250573,3,VB,VB,6,9,0,ask,278,7.751544059089098,2154.9292484267694
whole,20.067541,-21.695305,293,291,0.0003707832956391552,11.397136129764537,5,JJ,JJ,2,2,0,whole,287,7.705578205136918,2211.5009448742953
money,3.6939623,-19.200108,294,291,0.0003707832956391552,11.397136129764537,5,NN,NN,1,2,0,money,273,7.777727990892753,2123.3197415137215
saying,-10.774452,8.602883,295,287,0.00036568661803586787,11.417104545997132,6,VB,VBG,3,3,0,say,276,7.7619606750344365,2142.3011463095045
probably,-18.772284,3.0071769,296,287,0.00036568661803586787,11.417104545997132,8,RB,RB,2,2,0,probabl,282,7.730933779413812,2180.123325794695
happy,-5.5151763,3.1234927,297,285,0.00036313827923422417,11.427193363620717,5,JJ,JJ,3,3,0,happi,256,7.870485131812606,2014.844193744027
mifflin,32.298733,5.742756,298,284,0.00036186410983340235,11.432264353168138,7,NN,NNP,1,1,0,mifflin,270,7.793669534761775,2104.290774385679
wrong,-5.5957775,11.7932005,299,283,0.0003605899404325805,11.437353229840937,5,JJ,JJ,5,6,0,wrong,261,7.842579135242721,2046.91315429835
having,-2.3656962,2.1964579,300,283,0.0003605899404325805,11.437353229840937,6,VB,VBG,1,1,1,have,276,7.7619606750344365,2142.3011463095045
manager,28.229687,-15.554473,301,281,0.0003580416016309368,11.447585152451895,7,NN,NN,2,3,0,manag,263,7.831566142520304,2059.70189548284
believe,-26.318544,-6.8935595,302,279,0.0003554932628292932,11.457890160843633,7,VB,VB,2,5,0,believ,263,7.831566142520304,2059.70189548284
boss,29.529472,-6.3217263,303,276,0.00035167075462682766,11.473487015894651,4,NN,NN,4,6,0,boss,246,7.927970626473366,1950.280774112448
use,-31.49724,-2.1397839,304,276,0.00035167075462682766,11.473487015894651,3,VB,VB,4,6,0,use,270,7.793669534761775,2104.290774385679
same,18.362078,-20.762363,305,276,0.00035167075462682766,11.473487015894651,4,JJ,JJ,2,3,1,same,263,7.831566142520304,2059.70189548284
scranton,17.26423,-15.577461,306,272,0.00034657407702354026,11.49454863142248,8,NN,NNP,1,2,0,scranton,255,7.876131694953748,2008.4135822132057
went,-13.410782,-15.670316,307,270,0.0003440257382218966,11.50519587562199,4,VB,VBD,2,3,0,went,259,7.853676844126052,2034.1023026286475
hot,-1.8419774,-2.5531685,308,268,0.0003414773994202529,11.515922282215048,3,JJ,JJ,3,5,0,hot,216,8.115597629649137,1752.9690880042137
ta,-16.156702,16.881796,309,268,0.0003414773994202529,11.515922282215048,2,JJ,JJ,5,9,0,ta,253,7.887491557118295,1995.5353639509287
friends,6.962417,-17.358162,310,266,0.0003389290606186092,11.52672903717163,7,NN,NNS,3,5,0,friend,236,7.987842082450764,1885.1307314583803
both,5.493449,12.623357,311,266,0.0003389290606186092,11.52672903717163,4,DT,DT,3,3,1,both,255,7.876131694953748,2008.4135822132057
anyone,-23.4218,11.112624,312,262,0.0003338323830153219,11.54858847113537,6,NN,NN,2,3,0,anyon,252,7.893205208312689,1989.0877124947976
called,-16.48493,-12.761701,313,260,0.00033128404421367823,11.559643659644365,6,VB,VBD,1,2,0,call,253,7.887491557118295,1995.5353639509287
friend,29.361298,-5.525976,314,260,0.00033128404421367823,11.559643659644365,6,NN,NN,2,3,0,friend,242,7.951621894538011,1924.2924984781987
care,-27.70041,-8.212711,315,259,0.00033000987481285636,11.565203184986267,4,VB,VB,2,5,0,care,245,7.933847192810035,1943.7925622384585
thinking,-12.516873,7.555598,316,258,0.00032873570541203453,11.570784217249566,8,VB,VBG,2,2,0,think,245,7.933847192810035,1943.7925622384585
sales,11.855854,-14.793617,317,256,0.00032618736661039083,11.58201147267282,5,NN,NNS,1,3,0,sale,233,8.006298987158326,1865.4676640078899
start,-37.315895,1.3625277,318,256,0.00032618736661039083,11.58201147267282,5,VB,VB,3,5,0,start,251,7.898941577861834,1982.6343360433202
check,-34.193085,3.8987448,319,255,0.000324913197209569,11.587658035813963,5,VB,VB,4,6,0,check,236,7.987842082450764,1885.1307314583803
hard,-9.339875,-4.605688,320,254,0.0003236390278087472,11.593326785900654,4,JJ,JJ,4,6,0,hard,234,8.000120412229201,1872.028176461633
camera,17.122337,15.059182,321,254,0.0003236390278087472,11.593326785900654,6,NN,NN,2,4,0,camera,240,7.963594536204087,1911.262688688981
play,-27.959715,-1.7875829,322,251,0.00031981651960628167,11.610467918722048,4,VB,VB,3,5,0,play,239,7.969618323831857,1904.7387793958137
person,0.39673865,-14.283993,323,248,0.00031599401140381615,11.627815162285945,6,NN,NN,1,1,0,person,225,8.056703940595568,1812.7583866340028
goes,27.575325,12.528243,324,248,0.00031599401140381615,11.627815162285945,4,VB,VBZ,2,2,0,goe,232,8.012504136685033,1858.9009597109277
meeting,14.32876,-6.5851545,325,247,0.00031471984200299427,11.633644241088142,7,NN,NN,2,2,0,meet,238,7.975667368504662,1898.2088337041096
many,-4.6675415,-10.011657,326,244,0.0003108973338005288,11.651274135109933,4,JJ,JJ,2,2,0,mani,231,8.018736090396548,1852.3280368816024
hold,18.83522,12.388246,327,242,0.0003083489949988851,11.663148235398225,4,VB,VB,3,5,0,hold,206,8.183984604629387,1685.9008285536538
remember,-21.744152,-6.897233,328,238,0.00030325231739559776,11.687193709364877,8,VB,VB,2,4,0,rememb,228,8.037595117647864,1832.571686823713
david,14.599,25.629948,329,237,0.0003019781479947759,11.693268223774561,5,NN,NNP,2,2,0,david,216,8.115597629649137,1752.9690880042137
sounds,-10.493078,-7.4849405,330,237,0.0003019781479947759,11.693268223774561,6,VB,VBZ,3,4,0,sound,230,8.02499508086823,1845.748868599693
already,-11.805493,-21.263277,331,236,0.00030070397859395406,11.699368423310979,7,RB,RB,1,1,0,alreadi,234,8.000120412229201,1872.028176461633
takes,23.655622,14.629363,332,236,0.00030070397859395406,11.699368423310979,5,VB,VBZ,2,2,0,take,228,8.037595117647864,1832.571686823713
most,19.87669,-20.799513,333,235,0.00029942980919313224,11.70549452610782,4,RB,RBS,3,4,1,most,229,8.031281343715662,1839.1634277108867
tonight,-3.5906534,0.9028337,334,234,0.00029815563979231037,11.711646753089417,7,NN,NN,6,10,0,tonight,228,8.037595117647864,1832.571686823713
understand,-25.531332,-7.5602117,335,234,0.00029815563979231037,11.711646753089417,10,VB,VB,2,3,0,understand,230,8.02499508086823,1845.748868599693
morning,-0.45712498,14.900015,336,234,0.00029815563979231037,11.711646753089417,7,NN,NN,2,3,0,morn,228,8.037595117647864,1832.571686823713
watch,-28.225845,4.46462,337,233,0.00029688147039148854,11.71782532801854,5,VB,VB,3,5,0,watch,211,8.14938594310542,1719.5204339952436
woman,3.3235898,-7.3029833,338,233,0.00029688147039148854,11.71782532801854,5,NN,NN,3,4,0,woman,219,8.095698072211432,1772.9578778143036
making,0.31728104,3.2932496,339,233,0.00029688147039148854,11.71782532801854,6,VB,VBG,2,2,0,make,229,8.031281343715662,1839.1634277108867
stay,-36.75583,5.184892,340,231,0.00029433313158984484,11.730262431256763,4,VB,VB,2,5,0,stay,223,8.069585231892301,1799.517506711983
question,0.8488499,-11.208158,341,231,0.00029433313158984484,11.730262431256763,8,NN,NN,2,4,0,question,224,8.063130209755002,1806.1411669851204
may,-24.798502,-16.258478,342,231,0.00029433313158984484,11.730262431256763,3,MD,MD,3,3,0,may,222,8.0760692654625,1792.8873769326751
enough,-8.533094,-4.5032682,343,231,0.00029433313158984484,11.730262431256763,6,RB,RB,4,5,0,enough,209,8.163125999731722,1706.09333394393
voice,11.134071,19.753654,344,229,0.0002917847927882012,11.742807684575876,5,NN,NN,3,4,0,voic,199,8.233860511268956,1638.5382417425224
girl,2.2093709,-7.6130776,345,229,0.0002917847927882012,11.742807684575876,4,NN,NN,3,7,0,girl,213,8.135775511586766,1732.9201839679813
part,23.42789,-16.704683,346,229,0.0002917847927882012,11.742807684575876,4,NN,NN,2,3,0,part,214,8.12901814541146,1739.6098831180523
mr,15.300221,25.878677,347,228,0.0002905106233873794,11.749121458508078,2,NN,NNP,5,9,0,mr,209,8.163125999731722,1706.09333394393
left,-15.520959,-16.77268,348,228,0.0002905106233873794,11.749121458508078,4,VB,VBD,3,7,0,left,223,8.069585231892301,1799.517506711983
point,4.445637,-13.060611,349,227,0.0002892364539865575,11.755462985381905,5,NN,NN,3,5,0,point,214,8.12901814541146,1739.6098831180523
while,2.3567755,6.2981777,350,227,0.0002892364539865575,11.755462985381905,5,IN,IN,3,3,1,while,226,8.050306169397418,1819.3691942838163
funny,-6.639508,5.2246103,351,226,0.0002879622845857357,11.761832510257632,5,JJ,JJ,5,7,0,funni,207,8.17699817431328,1692.6386220828488
meet,-32.782467,-2.9319565,352,225,0.00028668811518491386,11.768230281455782,4,VB,VB,3,6,0,meet,222,8.0760692654625,1792.8873769326751
totally,-13.117349,4.199761,353,225,0.00028668811518491386,11.768230281455782,7,RB,RB,2,2,0,total,219,8.095698072211432,1772.9578778143036
says,-14.130645,-10.691725,354,224,0.000285413945784092,11.774656550615216,4,VB,VBZ,2,2,0,say,210,8.156239614146482,1712.8103189707613
christmas,8.501623,-2.9823368,355,223,0.00028413977638327016,11.781111572752515,9,NN,NNP,2,3,0,christma,195,8.263154818062995,1611.315189522284
weird,-13.074146,1.2773802,356,222,0.00028286560698244834,11.787595606322714,5,JJ,JJ,3,6,0,weird,213,8.135775511586766,1732.9201839679813
bit,8.61941,-22.313757,357,222,0.00028286560698244834,11.787595606322714,3,NN,NN,3,7,0,bit,216,8.115597629649137,1752.9690880042137
crazy,-12.340291,3.4966807,358,221,0.00028159143758162646,11.794108913281388,5,JJ,JJ,3,5,0,crazi,201,8.219433440633678,1652.1061215673692
starts,22.485146,17.217548,359,218,0.00027776892937916094,11.813827147895894,6,VB,VBZ,2,2,0,start,214,8.12901814541146,1739.6098831180523
heard,-14.191558,-19.809649,360,218,0.00027776892937916094,11.813827147895894,5,VB,VBN,4,9,0,heard,213,8.135775511586766,1732.9201839679813
holly,11.6048765,24.911621,361,218,0.00027776892937916094,11.813827147895894,5,NN,NNP,3,3,0,holli,195,8.263154818062995,1611.315189522284
used,-22.303679,-13.749773,362,217,0.0002764947599783391,11.820460240228341,4,VB,VBD,2,3,0,use,213,8.135775511586766,1732.9201839679813
number,12.391369,-24.64681,363,217,0.0002764947599783391,11.820460240228341,6,NN,NN,1,2,0,number,191,8.293056303776856,1583.9737540213796
youre,-8.900048,15.003033,364,216,0.0002752205905775173,11.827123970509351,5,NN,NNP,10,15,0,your,199,8.233860511268956,1638.5382417425224
world,14.390393,-10.124822,365,216,0.0002752205905775173,11.827123970509351,5,NN,NN,4,5,0,world,203,8.20514921462743,1665.6452905693682
thats,-7.8689775,13.037108,366,215,0.0002739464211766954,11.83381862308336,5,NN,NNP,7,12,0,that,205,8.19100503230716,1679.156031622968
mind,-24.345629,-4.1574554,367,214,0.0002726722517758736,11.840544486271673,4,NN,NN,3,5,0,mind,210,8.156239614146482,1712.8103189707613
each,10.014119,-29.388103,368,214,0.0002726722517758736,11.840544486271673,4,DT,DT,1,1,1,each,202,8.21227364906081,1658.8792771102837
break,22.88076,8.442771,369,214,0.0002726722517758736,11.840544486271673,5,NN,NN,3,5,0,break,202,8.21227364906081,1658.8792771102837
stupid,-12.719266,0.25862178,370,213,0.00027139808237505177,11.847301852446982,6,JJ,JJ,3,5,0,stupid,199,8.233860511268956,1638.5382417425224
somebody,-24.227274,10.224264,371,213,0.00027139808237505177,11.847301852446982,8,NN,NN,3,6,0,somebodi,201,8.219433440633678,1652.1061215673692
game,15.793612,-3.0502424,372,212,0.00027012391297422995,11.85409101810962,4,NN,NN,1,2,0,game,186,8.331326320704575,1549.6266956510508
fire,-24.77702,-2.1540227,373,211,0.0002688497435734081,11.860912283965636,4,NN,NN,4,7,0,fire,199,8.233860511268956,1638.5382417425224
ready,-0.86922956,8.27045,374,211,0.0002688497435734081,11.860912283965636,5,JJ,JJ,3,5,0,readi,206,8.183984604629387,1685.9008285536538
course,23.344725,-14.575633,375,210,0.00026757557417258625,11.867765955006698,6,NN,NN,3,4,0,cours,203,8.20514921462743,1665.6452905693682
end,20.671978,-10.348331,376,210,0.00026757557417258625,11.867765955006698,3,NN,NN,2,3,0,end,198,8.241128511732995,1631.743445323133
myself,-22.157848,4.3555026,377,210,0.00026757557417258625,11.867765955006698,6,PR,PRP,3,4,1,myself,202,8.21227364906081,1658.8792771102837
points,17.166752,15.854345,378,209,0.00026630140477176443,11.874652340591938,6,NN,NNS,2,3,0,point,187,8.323590671924968,1556.511455649969
wants,-14.341178,-13.015681,379,209,0.00026630140477176443,11.874652340591938,5,VB,VBZ,2,3,0,want,201,8.219433440633678,1652.1061215673692
important,-6.384476,-4.608241,380,208,0.00026502723537094255,11.881571754531729,9,JJ,JJ,2,3,0,import,193,8.278028094544526,1597.6594222470935
later,2.6215758,14.781767,381,208,0.00026502723537094255,11.881571754531729,5,RB,RB,4,7,0,later,208,8.170045413671513,1699.3694460436748
welcome,1.8314437,7.993194,382,208,0.00026502723537094255,11.881571754531729,7,JJ,JJ,5,9,0,welcom,191,8.293056303776856,1583.9737540213796
happened,-16.028353,-7.4461007,383,206,0.0002624788965692989,11.895510945489601,8,VB,VBD,1,2,0,happen,201,8.219433440633678,1652.1061215673692
ha,15.817533,21.475863,384,205,0.00026120472716847703,11.902531373167374,2,NN,NN,3,5,0,ha,107,9.12901814541146,976.8049415590261
conference,23.549305,7.484059,385,204,0.0002599305577676552,11.909586130701324,10,NN,NN,1,2,0,confer,194,8.270572289625477,1604.4910241873426
gabe,10.175805,24.220783,386,203,0.0002586563883668334,11.916675555487643,4,NN,NNP,4,6,0,gabe,173,8.43585690417588,1459.4032444224272
